file_name,entropy,mean,variance,std_dev,skewness,kurtosis,energy,rms,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,histogram_11,histogram_12,histogram_13,histogram_14,histogram_15,histogram_16,histogram_17,histogram_18,histogram_19,histogram_20,histogram_21,histogram_22,histogram_23,histogram_24,histogram_25,histogram_26,histogram_27,histogram_28,histogram_29,histogram_30,histogram_31,histogram_32,histogram_33,histogram_34,histogram_35,histogram_36,histogram_37,histogram_38,histogram_39,histogram_40,histogram_41,histogram_42,histogram_43,histogram_44,histogram_45,histogram_46,histogram_47,histogram_48,histogram_49,histogram_50,histogram_51,histogram_52,histogram_53,histogram_54,histogram_55,histogram_56,histogram_57,histogram_58,histogram_59,histogram_60,histogram_61,histogram_62,histogram_63,histogram_64,histogram_65,histogram_66,histogram_67,histogram_68,histogram_69,histogram_70,histogram_71,histogram_72,histogram_73,histogram_74,histogram_75,histogram_76,histogram_77,histogram_78,histogram_79,histogram_80,histogram_81,histogram_82,histogram_83,histogram_84,histogram_85,histogram_86,histogram_87,histogram_88,histogram_89,histogram_90,histogram_91,histogram_92,histogram_93,histogram_94,histogram_95,histogram_96,histogram_97,histogram_98,histogram_99,histogram_100,histogram_101,histogram_102,histogram_103,histogram_104,histogram_105,histogram_106,histogram_107,histogram_108,histogram_109,histogram_110,histogram_111,histogram_112,histogram_113,histogram_114,histogram_115,histogram_116,histogram_117,histogram_118,histogram_119,histogram_120,histogram_121,histogram_122,histogram_123,histogram_124,histogram_125,histogram_126,histogram_127,histogram_128,histogram_129,histogram_130,histogram_131,histogram_132,histogram_133,histogram_134,histogram_135,histogram_136,histogram_137,histogram_138,histogram_139,histogram_140,histogram_141,histogram_142,histogram_143,histogram_144,histogram_145,histogram_146,histogram_147,histogram_148,histogram_149,histogram_150,histogram_151,histogram_152,histogram_153,histogram_154,histogram_155,histogram_156,histogram_157,histogram_158,histogram_159,histogram_160,histogram_161,histogram_162,histogram_163,histogram_164,histogram_165,histogram_166,histogram_167,histogram_168,histogram_169,histogram_170,histogram_171,histogram_172,histogram_173,histogram_174,histogram_175,histogram_176,histogram_177,histogram_178,histogram_179,histogram_180,histogram_181,histogram_182,histogram_183,histogram_184,histogram_185,histogram_186,histogram_187,histogram_188,histogram_189,histogram_190,histogram_191,histogram_192,histogram_193,histogram_194,histogram_195,histogram_196,histogram_197,histogram_198,histogram_199,histogram_200,histogram_201,histogram_202,histogram_203,histogram_204,histogram_205,histogram_206,histogram_207,histogram_208,histogram_209,histogram_210,histogram_211,histogram_212,histogram_213,histogram_214,histogram_215,histogram_216,histogram_217,histogram_218,histogram_219,histogram_220,histogram_221,histogram_222,histogram_223,histogram_224,histogram_225,histogram_226,histogram_227,histogram_228,histogram_229,histogram_230,histogram_231,histogram_232,histogram_233,histogram_234,histogram_235,histogram_236,histogram_237,histogram_238,histogram_239,histogram_240,histogram_241,histogram_242,histogram_243,histogram_244,histogram_245,histogram_246,histogram_247,histogram_248,histogram_249,histogram_250,histogram_251,histogram_252,histogram_253,histogram_254,histogram_255,algorithm
file0676.txt.enc,7.957867379293016,126.98935185185185,5420.88090513546,73.62663176551987,0.0017357912841885971,-1.2110438068286635,456090,10.275037172141465,19,11,13,18,12,20,20,19,18,11,26,13,18,12,18,14,21,14,28,13,14,15,12,15,22,14,15,25,12,20,19,23,19,18,16,20,13,15,10,17,17,20,10,14,13,20,20,23,15,12,20,20,16,13,18,17,23,18,25,17,20,16,15,12,15,17,17,18,18,17,13,14,20,22,18,16,23,20,22,26,19,25,13,11,25,21,24,13,13,20,14,13,14,24,14,17,17,14,15,10,13,12,20,11,11,17,12,18,17,15,19,13,20,16,18,14,17,24,20,15,9,19,17,20,19,10,15,14,19,16,13,15,14,11,19,13,21,16,15,13,24,11,13,15,14,21,18,12,16,17,13,18,22,29,15,13,19,23,7,22,22,20,20,15,19,12,22,19,15,23,16,18,15,18,25,14,21,18,9,20,21,17,20,17,12,12,21,24,19,17,15,14,13,11,9,12,20,17,16,21,14,22,18,23,21,17,15,11,16,20,26,15,20,12,25,14,18,13,17,20,25,17,17,18,19,17,18,18,16,11,18,23,18,12,12,16,15,15,13,12,14,17,9,19,14,12,18,20,16,23,16,11,19,12,17,17,DES3
file0738.txt.enc,7.975494883180027,127.66367773019272,5399.47428026445,73.48111512670755,0.002657765838540637,-1.195915237246483,781941,10.229833402098468,26,27,29,30,25,31,34,22,30,27,24,34,27,24,30,30,24,24,20,32,30,23,26,31,30,30,35,24,33,39,28,25,40,35,18,25,22,30,29,23,18,32,22,31,32,27,25,32,36,27,45,36,27,26,32,23,34,33,34,40,32,28,31,31,28,31,29,37,39,23,30,31,32,28,23,31,36,34,26,28,23,32,35,35,22,28,21,30,30,29,18,33,17,28,31,32,34,28,25,35,26,24,35,28,37,29,26,27,25,22,31,36,31,31,22,29,33,34,29,34,32,27,26,34,27,38,32,26,28,24,29,29,28,32,17,21,32,30,38,24,29,33,32,27,32,24,35,35,33,28,27,27,22,28,36,20,30,26,23,34,39,30,24,32,34,27,33,32,33,23,28,34,26,31,35,30,29,30,25,33,34,26,39,37,28,36,24,30,27,25,38,27,27,14,42,22,23,30,23,28,34,30,32,32,23,30,30,28,37,35,30,14,18,31,38,32,22,20,29,28,26,24,34,26,22,36,28,24,36,31,28,45,38,25,31,31,33,24,33,23,24,30,39,25,44,23,34,28,27,20,28,28,25,27,27,28,DES3
file0640.txt.enc,7.967934837836918,127.10805393586006,5570.100751460648,74.63310760956325,0.022468383499815343,-1.2139299864677162,579095,10.272303828621984,21,22,21,19,19,31,24,20,27,24,23,24,25,14,15,21,23,29,12,24,25,30,16,32,29,18,16,20,23,18,15,15,18,29,15,28,18,19,15,31,26,23,21,22,26,19,24,20,26,22,20,26,21,26,17,21,22,18,15,16,17,19,19,27,20,20,24,26,25,21,21,21,28,16,19,19,18,29,19,24,22,27,30,26,16,26,31,22,17,25,27,27,22,18,20,20,21,18,21,20,27,26,16,17,17,19,24,18,22,21,23,26,19,17,19,30,20,22,19,22,28,27,26,18,19,20,20,15,16,16,26,23,21,21,27,17,19,18,21,24,16,15,19,20,22,17,28,21,17,16,28,21,25,22,16,24,26,21,27,19,16,14,26,26,19,20,19,19,23,16,20,17,19,18,20,17,20,26,19,16,20,22,23,19,18,28,15,29,13,20,18,28,18,28,22,21,15,16,12,24,26,17,22,24,31,23,13,14,20,26,14,27,20,21,20,21,31,25,21,30,18,30,24,16,24,20,14,17,15,17,20,25,18,16,25,19,25,26,34,22,26,21,14,24,30,24,16,21,21,23,16,31,26,26,22,24,DES3
file0728.txt.enc,7.72591252599288,132.3359375,5009.439229329427,70.77739207776327,-0.053606307741521385,-1.147853479633052,82360,10.355654654986006,1,2,2,2,1,3,0,0,2,1,3,2,6,1,2,4,4,5,3,1,2,1,1,1,2,0,2,2,3,3,4,2,1,2,2,2,2,4,3,3,4,2,3,5,5,2,1,1,3,9,2,1,7,3,3,4,3,2,1,3,4,7,5,5,7,3,3,3,1,1,4,0,4,1,1,3,10,3,4,3,5,2,3,1,5,0,1,3,2,3,4,2,1,1,3,4,4,3,1,2,1,5,0,5,3,3,5,2,3,7,1,5,0,4,1,2,1,3,7,5,2,5,2,6,3,1,3,2,1,3,4,1,3,3,2,2,4,2,5,4,5,2,9,2,6,2,2,4,2,4,4,3,3,2,6,7,2,5,4,6,2,4,3,2,1,2,2,2,8,2,2,5,3,3,5,2,2,4,5,3,6,2,4,1,1,3,4,1,4,7,8,1,3,0,1,1,2,3,2,3,5,5,5,4,3,3,3,2,2,4,4,2,5,4,1,5,2,4,2,4,3,4,2,4,3,3,3,1,5,6,1,4,1,3,4,4,1,1,4,0,5,5,2,1,2,4,3,1,6,6,2,2,5,0,4,1,DES3
file0650.txt.enc,7.982412995402611,127.17854251012146,5446.984114474914,73.80368632036556,-0.010739717810795704,-1.1996150957204739,1050262,10.310277487165328,30,31,45,35,45,43,39,37,34,35,47,38,47,48,40,43,36,36,37,34,45,29,38,45,38,46,59,39,52,39,41,43,35,38,41,44,42,35,41,44,33,39,39,31,40,39,35,28,42,28,35,45,35,39,27,45,36,27,41,35,44,38,33,41,35,42,34,41,26,33,32,32,37,36,32,36,50,46,35,48,42,48,43,40,38,33,28,35,39,33,39,37,45,33,42,38,32,42,35,40,37,37,25,35,43,36,41,34,41,38,37,38,38,31,33,48,42,41,43,40,40,37,42,35,37,40,46,42,36,34,41,41,31,34,46,27,40,41,44,47,50,27,41,43,42,31,44,48,37,54,53,40,49,37,35,38,38,45,29,32,43,39,34,37,29,47,49,35,39,35,33,34,39,45,44,39,26,27,36,44,42,40,42,41,40,42,44,42,33,41,44,39,31,41,41,38,47,35,21,48,38,37,41,39,46,45,44,34,36,35,35,40,40,29,37,52,28,43,43,35,40,31,48,40,35,43,31,41,33,36,34,48,47,33,29,39,41,37,34,42,55,40,34,34,38,38,40,34,40,40,49,35,27,29,33,31,DES3
file0554.txt.enc,7.912601189247168,124.88235294117646,5438.594615051903,73.74682783043555,0.061090271972994534,-1.2005080080858195,233132,10.350742371784683,8,6,9,11,11,13,6,9,9,5,9,9,11,9,8,11,5,6,12,5,11,7,12,7,7,8,7,8,8,7,12,9,6,13,8,8,5,10,10,9,8,14,12,7,13,8,7,6,12,7,7,12,9,7,6,7,9,13,8,11,10,7,9,6,4,4,10,13,9,9,10,6,14,10,8,15,7,10,9,14,10,7,6,18,8,10,9,11,6,8,12,11,4,10,13,5,11,12,11,8,6,7,8,8,10,4,12,9,10,7,12,6,10,7,8,5,7,7,4,9,9,17,13,6,5,5,9,9,11,14,9,6,6,5,15,6,7,8,10,8,13,11,3,15,10,6,4,10,13,9,7,13,9,9,5,10,4,7,5,8,12,2,4,8,9,8,5,5,4,10,8,5,8,5,14,5,7,9,5,6,7,5,4,3,10,14,10,8,5,7,10,4,4,11,7,9,11,8,16,12,11,10,10,6,11,6,7,3,8,11,7,9,7,12,10,14,8,13,5,6,12,7,10,8,6,15,11,13,7,6,4,10,11,8,10,9,2,7,8,4,5,5,8,6,12,7,6,7,8,8,7,8,6,9,8,14,DES3
file0622.txt.enc,7.9574543587524635,127.45176630434783,5464.282093800459,73.92078255673745,0.01500910294486093,-1.2107998878260617,462349,10.232233188043201,18,12,19,17,16,20,19,17,15,20,11,14,12,14,13,20,15,29,20,20,17,12,14,16,17,19,21,17,13,8,16,17,19,13,19,24,13,14,19,21,18,26,24,25,13,12,12,17,12,23,13,18,19,22,21,18,13,11,18,22,31,14,22,19,21,18,14,17,21,20,18,16,15,11,16,14,20,28,25,22,17,14,14,18,17,13,20,12,20,12,18,21,25,10,17,22,18,13,16,13,20,16,21,13,11,17,23,16,19,13,21,17,21,24,17,22,9,24,11,11,15,18,19,19,18,21,21,16,18,12,19,13,14,13,21,14,21,16,21,10,13,23,20,16,20,16,11,12,17,17,15,18,21,15,13,23,19,20,17,21,16,14,6,16,15,19,16,18,17,13,12,18,16,21,21,21,10,23,22,17,18,19,16,18,16,14,16,21,23,19,13,15,19,17,15,16,20,13,18,10,23,13,15,13,14,16,22,16,14,22,21,13,15,15,17,20,22,16,24,21,20,20,25,22,18,16,12,9,20,15,15,9,17,22,18,23,13,11,18,15,22,23,13,22,19,9,22,13,22,12,24,26,19,17,14,11,DES3
file0632.txt.enc,7.859681492567179,128.46629213483146,5407.496054791062,73.53567878785823,0.016628779221939814,-1.2053035121604818,150888,10.293720132066122,6,2,1,7,3,6,5,4,3,4,3,4,8,1,6,2,7,4,8,5,10,7,7,4,5,2,3,4,11,8,6,7,8,10,10,3,1,7,6,3,9,6,12,6,4,7,5,7,5,5,2,6,9,6,6,6,6,2,3,5,4,7,6,4,6,3,5,8,6,5,7,9,9,9,8,5,6,0,3,3,11,6,4,5,7,5,4,6,5,2,6,8,6,7,7,6,5,4,5,3,1,5,4,4,8,8,3,5,7,8,10,4,3,5,7,5,6,5,5,7,6,1,6,3,5,6,11,6,9,1,4,7,6,7,5,4,7,4,13,3,8,5,6,3,10,5,4,4,5,8,3,1,8,10,5,5,6,4,6,6,5,3,6,7,5,6,2,2,5,5,4,7,9,5,4,9,5,2,8,5,5,4,2,2,9,10,9,8,5,5,4,12,8,8,2,9,6,4,3,6,7,4,4,9,7,6,3,12,4,3,3,7,4,2,7,5,6,8,4,4,4,4,6,5,6,4,6,6,4,8,6,5,3,4,6,5,6,3,2,7,3,5,11,8,4,4,1,9,9,6,10,4,5,5,8,9,DES3
file0707.txt.enc,7.947815936410618,129.71186440677965,5421.107655846021,73.62817161824692,-0.05443401850781355,-1.2135311739469787,410000,10.42019714182876,10,8,14,11,18,17,16,12,21,11,13,14,12,16,17,20,14,8,11,10,19,12,17,14,11,15,12,16,16,12,16,17,11,14,14,26,17,14,9,12,14,12,20,19,14,13,16,7,13,11,12,14,12,17,17,23,14,14,12,16,12,18,13,17,11,10,16,9,24,15,11,17,12,8,12,16,16,20,12,12,18,15,13,14,15,15,17,17,16,14,19,18,15,15,16,14,20,20,11,16,11,13,12,13,10,10,15,9,8,14,14,14,15,9,16,15,14,22,8,17,16,13,16,18,9,10,18,10,9,18,16,9,13,5,13,24,13,14,14,11,14,17,19,20,12,18,11,16,11,12,13,10,6,13,6,22,14,19,14,14,22,22,17,25,14,9,20,11,15,11,26,17,23,25,14,14,15,15,14,15,13,18,14,18,12,14,21,19,9,12,14,14,11,21,15,17,20,21,14,18,19,19,13,13,16,18,11,26,15,18,13,18,16,23,19,20,19,11,13,18,17,11,21,11,16,14,14,14,12,17,11,14,13,11,14,17,18,19,10,11,10,14,11,13,20,9,14,16,14,12,18,17,19,25,8,9,DES3
file0717.txt.enc,7.970591586248215,126.06855909694555,5500.757749849429,74.1670934434499,0.025877375291836494,-1.2060486919155677,629117,10.219348949981471,24,24,22,26,25,26,12,22,33,20,28,31,32,26,18,28,14,25,23,32,30,23,15,31,28,19,32,21,25,26,31,16,22,25,20,28,20,19,25,21,23,24,22,34,24,30,23,31,30,29,20,16,20,26,21,18,20,27,27,20,29,20,23,23,28,28,25,21,17,22,23,25,25,30,28,19,20,25,23,27,29,24,27,27,23,25,19,24,20,36,27,25,20,16,25,23,14,20,29,26,25,17,21,21,27,24,19,25,30,21,30,27,25,21,24,29,21,19,24,24,23,17,21,24,15,27,29,23,30,24,15,24,15,31,27,15,17,31,26,23,24,14,15,18,20,26,20,26,14,28,25,21,27,22,22,23,27,28,29,15,29,17,23,26,26,29,28,14,21,30,19,26,26,36,33,21,25,29,23,25,19,27,21,19,22,17,27,26,24,23,20,19,27,15,24,22,23,31,21,18,20,23,30,20,25,22,21,23,18,21,22,21,16,22,26,19,24,32,17,33,27,19,19,21,27,27,18,27,20,23,17,27,20,26,19,22,26,22,28,19,15,21,22,23,28,24,20,33,23,29,26,23,17,15,29,28,DES3
file0867.txt.enc,7.800713726006451,129.28668610301264,5330.886712924792,73.01292154766026,-0.03036153565587039,-1.1738302876477515,108370,10.26235063822919,4,2,4,5,5,2,3,5,3,3,5,6,5,3,3,0,3,3,5,3,7,2,1,4,7,5,4,1,2,2,5,1,3,7,5,2,4,3,0,3,7,6,8,5,5,8,2,0,5,3,7,6,2,2,1,3,6,9,3,6,5,2,2,4,6,4,6,5,7,4,1,6,3,3,3,3,3,4,4,2,3,1,4,4,3,3,4,4,5,4,5,3,3,1,3,2,4,7,7,5,7,5,5,1,2,5,2,6,5,7,2,4,3,4,4,3,8,6,3,2,4,1,6,2,5,6,3,2,4,2,6,4,3,1,3,9,8,5,2,2,4,6,4,1,7,4,3,4,3,5,1,2,7,7,6,5,6,5,6,2,8,4,3,4,4,1,7,2,1,10,6,5,6,4,0,9,6,6,6,4,3,4,6,3,1,6,3,1,5,6,4,5,3,4,2,1,4,5,2,5,0,4,1,2,7,6,2,3,0,3,6,6,4,4,4,3,3,4,6,4,4,8,6,3,8,6,1,4,6,7,3,5,5,3,1,4,6,3,6,3,2,3,4,7,2,2,5,0,4,4,4,4,6,5,4,4,ARC4
file0877.txt.enc,7.945238737113503,129.2328943971082,5274.960993868786,72.6289267018919,0.005292053094418554,-1.177597328639384,408163,10.265806362565469,17,9,7,13,14,10,14,13,13,12,17,14,10,11,13,8,11,12,13,11,21,5,7,28,11,8,15,14,11,20,10,16,15,11,10,21,14,14,21,16,21,23,14,20,15,13,14,15,11,21,9,18,16,20,16,12,19,12,18,14,12,13,25,11,19,14,20,14,17,14,14,12,13,17,7,13,14,17,22,21,13,14,24,16,14,14,23,8,15,10,19,20,20,18,20,18,16,17,12,17,21,12,13,11,16,14,10,25,15,15,11,13,18,12,16,17,18,13,16,17,19,20,14,16,24,20,25,10,20,14,18,7,15,10,21,13,12,15,14,17,13,14,13,12,19,14,7,20,14,18,17,12,14,9,12,19,13,18,13,18,17,10,12,7,16,21,20,22,13,13,31,14,14,17,14,11,13,15,19,10,16,19,9,16,16,17,19,17,20,11,15,17,17,8,14,18,15,13,14,15,11,18,10,13,20,12,18,14,19,15,18,16,16,12,20,13,9,17,18,14,12,16,11,14,21,14,19,15,17,20,14,18,6,18,15,16,10,19,9,17,15,16,15,13,22,7,14,16,20,19,18,22,19,8,11,15,ARC4
file0770.txt.enc,7.966471035948847,128.0834232290543,5362.345431791032,73.2280371974494,-0.003653393127369523,-1.1870544606152742,593020,10.325692271792994,16,18,20,22,24,13,26,16,19,27,25,22,18,17,16,13,16,27,23,22,19,28,15,22,19,20,17,23,17,24,22,25,20,25,34,21,24,13,21,25,19,16,24,24,23,31,16,23,24,23,22,27,18,30,24,17,25,17,21,22,27,20,18,26,24,25,12,23,21,19,29,18,24,29,19,15,16,19,25,20,20,22,16,22,23,16,25,30,26,27,26,15,29,24,20,22,27,13,14,25,14,22,26,20,17,21,19,26,23,22,20,18,23,20,27,21,23,21,24,32,26,22,22,18,22,24,12,23,21,22,15,27,14,24,21,14,32,26,21,30,16,16,23,19,17,25,25,19,24,23,33,25,28,16,26,25,28,16,22,18,23,25,18,27,26,26,21,18,28,21,21,22,20,24,22,27,20,25,20,24,21,29,18,19,25,20,25,33,21,16,20,28,13,25,19,25,21,23,14,18,24,11,26,22,14,18,25,20,20,25,25,15,25,24,22,27,23,19,18,17,11,23,22,27,20,20,26,21,21,25,16,28,17,36,17,22,16,16,19,22,32,35,25,24,19,20,15,18,26,23,16,15,22,26,24,16,ARC4
file0760.txt.enc,7.634256880874024,128.90196078431373,5165.717661039461,71.87292717734168,-0.009018860291880995,-1.111979823618426,62456,10.551292255972475,2,2,1,4,0,0,4,3,2,0,1,2,2,4,2,2,1,0,6,2,0,2,1,1,1,1,2,2,5,2,2,3,4,5,2,2,2,2,1,3,0,1,1,2,1,3,4,5,3,2,1,0,0,1,2,2,1,0,2,5,2,3,1,2,3,2,2,1,2,3,1,4,1,3,1,2,4,6,2,3,2,3,1,4,1,0,1,1,4,2,1,3,3,0,2,1,2,2,2,2,2,1,3,1,4,3,2,8,2,5,4,1,3,2,3,4,1,0,3,4,4,3,2,4,1,2,0,1,2,1,3,2,1,2,2,1,2,3,2,1,3,5,4,5,1,3,2,1,2,0,2,3,5,3,2,5,2,0,1,3,3,5,4,2,3,1,3,1,2,4,2,2,2,9,0,3,1,1,2,2,3,2,1,2,1,4,5,2,3,4,3,0,1,4,1,2,0,1,1,1,1,2,4,2,0,0,3,0,3,4,1,2,2,1,0,4,3,4,3,0,2,5,1,0,1,4,2,2,1,0,3,2,1,5,1,1,1,2,3,2,2,5,1,2,4,6,2,5,1,1,2,0,3,1,1,3,ARC4
file0805.txt.enc,7.981608993070762,127.55183682668469,5412.019907038509,73.56643193086443,0.0048920095395664775,-1.1854593500522757,933519,10.256563392781985,38,34,30,31,26,27,37,33,38,52,44,32,30,27,33,28,40,25,37,33,34,34,37,42,28,40,34,38,30,31,26,32,36,43,30,32,36,26,37,31,29,30,29,36,41,37,37,37,28,37,48,42,22,37,31,42,36,43,39,37,37,24,34,42,28,40,27,39,44,33,26,35,31,36,38,28,34,33,42,42,33,40,34,27,28,35,39,36,33,33,29,29,41,31,38,37,29,25,42,43,43,36,41,42,39,31,34,28,35,38,37,29,45,33,32,30,30,43,35,34,29,42,38,36,41,36,31,45,36,30,46,41,32,26,38,30,35,23,34,37,34,35,25,25,30,30,38,38,38,34,26,32,46,41,36,33,35,40,37,37,34,47,39,42,29,22,27,41,37,33,38,24,35,35,36,38,35,35,37,35,45,29,43,38,42,35,29,32,35,37,38,31,39,30,30,40,31,40,34,32,39,36,34,26,40,29,40,30,38,34,34,26,37,39,39,28,21,41,38,32,30,33,34,36,29,31,33,31,25,36,33,36,29,36,25,37,32,47,28,36,30,39,28,38,44,35,29,41,38,33,42,42,32,31,33,36,ARC4
file0815.txt.enc,7.954284603126803,127.5931510350115,5356.093099015522,73.18533390656575,0.007320279408335721,-1.1724843215389538,411968,10.260695927167314,15,19,12,15,14,10,12,16,13,17,12,16,15,13,5,6,20,16,13,13,18,15,12,19,18,17,15,13,14,19,22,11,14,17,19,16,14,17,14,20,14,18,19,13,17,16,22,24,11,14,14,17,24,9,11,18,16,12,11,20,16,10,18,13,17,7,12,17,19,12,17,15,18,19,12,14,18,17,12,9,16,7,17,25,12,11,14,15,11,16,14,17,17,15,17,11,16,15,17,22,10,11,20,18,10,16,15,9,14,23,12,17,9,21,15,14,13,10,21,17,26,21,11,20,20,12,19,18,18,17,19,22,11,12,19,15,8,12,15,19,18,15,15,15,16,17,15,15,10,12,11,15,21,16,17,18,19,14,21,17,20,13,21,24,16,17,22,11,15,14,15,13,15,12,20,13,8,17,16,18,26,17,17,17,16,17,12,13,20,19,13,13,10,18,16,11,10,15,10,19,14,13,11,18,13,9,6,12,11,15,17,14,15,18,12,15,16,10,14,11,16,23,20,16,17,13,20,17,11,23,15,15,10,16,17,19,10,15,9,12,11,14,16,15,11,12,20,13,19,14,20,17,19,13,17,16,ARC4
file0794.txt.enc,7.973027068956569,127.82643720248993,5342.887732662265,73.09505956398328,0.014055029277418815,-1.1755661093644763,870718,10.309017665798043,38,31,18,38,22,31,23,26,39,31,30,29,21,38,32,19,36,27,24,28,32,37,28,30,27,45,30,27,26,29,39,25,24,28,36,38,17,23,33,32,23,33,29,35,32,37,45,43,34,32,36,35,29,28,31,39,28,39,40,24,29,43,35,28,39,31,34,27,38,38,28,35,29,28,27,34,35,22,38,35,40,36,40,42,33,32,27,28,42,38,20,27,34,30,32,36,26,30,38,33,37,38,42,23,23,33,35,30,39,45,29,31,24,40,43,45,16,26,37,24,33,40,37,32,34,41,46,30,37,25,38,24,27,28,29,37,26,36,28,46,31,21,34,39,34,46,26,26,37,18,29,37,41,24,31,29,37,33,32,41,36,33,28,38,23,36,37,30,32,27,32,30,23,29,35,30,40,31,33,21,30,30,30,40,49,35,32,38,28,30,27,33,32,32,28,27,37,35,33,26,26,29,32,36,27,23,35,40,33,34,31,30,29,34,33,23,31,33,15,24,28,27,37,35,36,27,31,35,29,40,23,33,29,34,31,30,34,30,34,25,36,44,33,31,33,43,29,36,36,34,39,32,28,26,30,25,ARC4
file0784.txt.enc,7.940513365768881,127.04842931937172,5335.480638894219,73.04437445070099,0.013147569564603707,-1.1760726216662796,320284,10.237430039906966,15,14,10,14,14,15,12,12,12,7,10,12,6,10,6,4,18,9,13,9,10,7,12,14,12,7,8,13,8,12,18,12,12,9,14,10,12,16,15,11,14,11,20,17,11,7,12,16,15,15,16,15,15,13,10,13,11,9,11,8,9,8,13,15,5,12,9,12,14,7,14,8,18,13,10,11,10,15,15,16,13,16,12,13,16,9,8,7,16,12,15,19,7,7,11,10,15,16,15,9,13,16,8,16,14,16,7,12,13,12,14,12,17,8,16,11,10,14,13,14,16,15,7,11,18,15,13,9,17,11,9,13,10,9,11,8,12,8,21,8,7,11,11,12,11,12,8,14,11,10,16,17,7,11,10,12,12,14,15,15,14,6,7,16,9,11,10,16,8,12,16,10,14,12,16,12,6,12,18,19,16,19,18,9,8,13,14,15,12,14,9,9,15,15,11,9,9,16,13,10,12,8,8,6,10,9,12,8,6,14,10,13,9,12,9,12,16,15,5,13,15,16,10,8,10,6,19,15,18,7,14,14,7,9,15,16,13,15,11,17,10,9,13,11,5,9,13,12,9,12,13,6,10,14,15,9,ARC4
file0858.txt.enc,7.973115209458284,127.6651741989646,5398.138206500366,73.47202329118456,0.00907938477048633,-1.1724125413390896,759855,10.311063744317904,27,34,27,17,32,22,23,27,47,29,24,25,35,26,26,31,28,23,18,29,21,27,18,28,26,21,26,29,25,30,23,28,38,32,34,29,20,32,32,30,25,22,26,24,26,34,23,22,25,22,24,19,26,36,28,26,35,45,24,21,22,36,29,30,36,28,25,29,27,27,31,17,25,28,31,27,33,21,30,32,26,25,24,32,33,26,27,28,24,28,28,37,30,32,29,31,37,28,30,30,32,26,30,33,28,31,26,31,26,35,30,31,29,28,40,24,30,27,33,23,24,30,21,31,25,26,34,24,23,30,26,24,30,29,31,37,24,21,32,32,23,26,31,23,27,26,23,31,31,17,23,28,36,31,23,25,26,39,39,36,25,23,23,31,23,30,26,35,28,34,32,19,38,34,26,28,26,25,32,32,34,36,28,30,24,31,26,25,32,29,25,24,22,26,37,22,30,31,19,26,36,29,15,14,35,19,21,25,22,29,26,20,22,20,33,32,25,27,41,36,28,30,19,27,32,21,22,36,14,37,31,35,22,24,18,32,25,29,30,24,29,22,30,29,24,33,20,29,28,35,37,29,23,31,31,35,ARC4
file0848.txt.enc,7.972549097370094,127.73161567364465,5444.962591431466,73.78998977796016,0.011796077429009151,-1.1905983326096885,781198,10.238683972565505,27,36,29,31,34,28,16,29,29,24,28,25,26,20,28,28,33,25,21,29,26,21,33,29,33,37,21,30,24,17,39,33,38,32,29,31,30,22,36,41,27,28,34,44,26,24,39,26,30,26,32,23,27,43,21,22,37,25,33,38,25,22,29,21,28,22,29,27,32,39,23,29,25,17,23,24,38,33,34,29,31,39,28,36,37,32,31,22,33,26,29,34,26,25,25,29,33,22,33,33,37,36,39,28,25,29,24,34,34,24,33,26,19,35,26,27,29,27,30,27,33,21,28,37,29,35,28,25,29,31,24,23,23,26,34,42,34,32,31,26,22,26,25,22,24,33,28,25,27,36,30,41,24,40,29,28,36,28,32,31,27,35,32,20,30,18,29,36,38,18,31,35,31,19,23,36,29,33,37,31,41,24,32,28,33,20,28,19,35,33,21,34,26,24,25,32,27,36,24,29,35,31,31,33,25,30,19,21,27,19,21,23,34,33,23,35,19,31,29,28,29,29,34,24,27,27,25,28,36,22,26,30,24,39,30,30,26,31,30,36,29,32,33,31,21,31,35,31,31,23,25,26,45,30,42,25,ARC4
file0883.txt.enc,7.971230463477134,128.0252128356254,5407.165703540163,73.53343255649203,0.0112643898962641,-1.1758887644664713,640668,10.24158094991367,24,22,24,21,27,19,22,27,16,27,26,28,28,18,17,23,20,25,25,18,23,23,23,25,13,15,15,13,25,30,18,27,23,25,23,26,24,20,13,31,34,26,31,28,26,28,21,23,28,18,29,27,28,27,23,26,22,15,19,26,26,19,24,22,27,32,32,21,17,20,21,29,19,26,23,23,18,23,36,29,22,31,28,23,30,23,19,29,28,23,18,28,22,19,23,23,26,22,22,24,24,21,27,23,30,17,31,20,25,38,20,24,27,21,21,27,14,20,20,24,31,22,24,20,31,25,27,26,21,27,30,19,30,19,25,18,22,26,20,29,26,23,30,20,28,26,18,23,31,30,24,23,23,15,32,22,16,27,26,21,31,23,29,39,25,20,26,22,20,25,26,17,23,23,31,31,24,25,19,22,26,29,30,17,29,25,20,20,27,15,26,24,33,22,25,15,23,21,26,18,29,18,24,14,16,22,26,22,15,22,18,26,22,25,25,28,26,15,19,24,29,25,28,23,19,23,24,31,16,23,18,21,19,20,23,20,27,21,26,28,20,30,24,34,21,28,28,22,29,30,20,22,30,26,31,24,ARC4
